iter	Passed	Remaining
170	14142	812882
171	14227	812972
172	14314	813102
173	14396	812982
174	14482	813113
175	14568	813164
176	14655	813352
177	14747	813759
178	14833	813876
179	14920	813979
180	15006	814079
181	15090	814042
182	15174	814007
183	15261	814158
184	15345	814147
185	15428	814034
186	15507	813747
187	15590	813704
188	15674	813676
189	15760	813745
190	15849	813947
191	15933	813928
192	16017	813917
193	16102	813920
194	16184	813793
195	16269	813821
196	16351	813682
197	16428	813317
198	16510	813176
199	16598	813329
200	16683	813363
201	16765	813203
202	16852	813303
203	16934	813179
204	17020	813237
205	17103	813171
206	17187	813104
207	17272	813141
208	17352	812903
209	17437	812905
210	17518	812749
211	17600	812616
212	17686	812665
213	17774	812804
214	17859	812828
215	17943	812757
216	18021	812460
217	18102	812298
218	18189	812400
219	18275	812448
220	18358	812332
221	18445	812412
222	18532	812511
223	18616	812473
224	18698	812362
225	18786	812484
226	18872	812532
227	18966	812913
228	19050	812829
229	19135	812846
230	19217	812724
231	19308	812942
232	19388	812718
233	19469	812573
234	19555	812594
235	19639	812546
236	19724	812519
237	19811	812599
238	19897	812620
239	19982	812617
240	20068	812638
241	20158	812817
242	20246	812960
243	20332	812983
244	20406	812511
245	20490	812470
246	20579	812592
247	20666	812663
248	20755	812803
249	20839	812730
250	20917	812466
251	21000	812338
252	21086	812382
253	21172	812403
254	21258	812410
255	21346	812486
256	21430	812430
257	21518	812531
258	21601	812425
259	21685	812381
260	21774	812488
261	21857	812408
262	21941	812336
263	22025	812287
264	22107	812144
265	22190	812051
266	22278	812134
267	22363	812086
268	22449	812105
269	22535	812097
270	22621	812110
271	22707	812118
272	22796	812238
273	22878	812118
274	22962	812046
275	23043	811856
276	23125	811743
277	23213	811798
278	23296	811705
279	23379	811590
280	23459	811381
281	23546	811440
282	23627	811279
283	23713	811267
284	23800	811296
285	23889	811392
286	23973	811345
287	24056	811254
288	24143	811275
289	24226	811175
290	24309	811083
291	24390	810906
292	24477	810916
293	24558	810775
294	24647	810847
295	24729	810721
296	24810	810563
297	24887	810267
298	24968	810106
299	25049	809924
300	25132	809844
301	25221	809918
302	25302	809764
303	25385	809657
304	25467	809516
305	25551	809450
306	25636	809415
307	25721	809379
308	25806	809366
309	25891	809304
310	25974	809202
311	26057	809107
312	26141	809043
313	26226	809014
314	26312	808998
315	26397	808969
316	26487	809082
317	26572	809027
318	26654	808904
319	26737	808796
320	26820	808708
321	26903	808611
322	26987	808534
323	27071	808477
324	27157	808457
325	27242	808412
326	27332	808518
327	27409	808251
328	27496	808273
329	27579	808157
330	27666	808182
331	27754	808212
332	27840	808203
333	27922	808088
334	28002	807907
335	28088	807877
336	28175	807881
337	28260	807860
338	28347	807872
339	28432	807818
340	28512	807642
341	28600	807662
342	28679	807456
343	28766	807469
344	28846	807273
345	28929	807191
346	29015	807161
347	29100	807123
348	29183	807023
349	29266	806907
350	29351	806875
351	29436	806814
352	29511	806504
353	29598	806507
354	29680	806390
355	29766	806373
356	29846	806188
357	29929	806080
358	30013	806016
359	30096	805910
360	30184	805942
361	30269	805905
362	30353	805839
363	30437	805763
364	30518	805593
365	30601	805501
366	30682	805354
367	30761	805156
368	30849	805186
369	30934	805131
370	31015	804984
371	31066	804041
372	31147	803916
373	31233	803874
374	31316	803783
375	31398	803660
376	31482	803601
377	31566	803513
378	31651	803471
379	31737	803470
380	31825	803483
381	31908	803403
382	31995	803399
383	32078	803301
384	32165	803309
385	32256	803399
386	32344	803419
387	32425	803281
388	32511	803263
389	32593	803146
390	32678	803085
391	32761	802995
392	32843	802867
393	32927	802801
394	33015	802818
395	33105	802888
396	33190	802844
397	33274	802771
398	33361	802767
399	33445	802700
400	33533	802721
401	33615	802580
402	33700	802531
403	33790	802604
404	33873	802501
405	33956	802404
406	34038	802286
407	34120	802173
408	34205	802105
409	34287	801981
410	34369	801881
411	34453	801792
412	34536	801697
413	34621	801647
414	34701	801479
415	34786	801424
416	34869	801329
417	34953	801251
418	35040	801251
419	35128	801274
420	35218	801322
421	35302	801258
422	35392	801299
423	35475	801203
424	35559	801136
425	35638	800943
426	35724	800906
427	35810	800877
428	35891	800746
429	35971	800573
430	36056	800521
431	36141	800459
432	36225	800387
433	36309	800320
434	36389	800149
435	36469	799994
436	36556	799985
437	36638	799862
438	36723	799806
439	36807	799736
440	36894	799725
441	36979	799668
442	37064	799596
443	37146	799492
444	37237	799553
445	37324	799555
446	37410	799507
447	37493	799407
448	37580	799402
449	37661	799269
450	37748	799256
451	37830	799124
452	37915	799069
453	37997	798946
454	38081	798869
455	38171	798914
456	38256	798871
457	38342	798821
458	38425	798740
459	38513	798734
460	38595	798626
461	38680	798553
462	38764	798479
463	38845	798338
464	38931	798301
465	39014	798205
466	39099	798147
467	39185	798106
468	39274	798137
469	39358	798047
470	39442	797973
471	39531	797999
472	39616	797934
473	39703	797927
474	39787	797851
475	39871	797772
476	39959	797762
477	40045	797736
478	40133	797718
479	40218	797665
480	40304	797632
481	40392	797627
482	40473	797477
483	40562	797506
484	40646	797422
485	40730	797347
486	40817	797326
487	40904	797299
488	40987	797209
489	41073	797160
490	41159	797123
491	41241	797006
492	41323	796886
493	41408	796816
494	41493	796767
495	41578	796697
496	41668	796739
497	41752	796644
498	41835	796554
499	41914	796366
500	42000	796336
501	42082	796207
502	42167	796156
503	42253	796109
504	42338	796049
505	42427	796061
506	42511	795981
507	42589	795787
508	42675	795746
509	42760	795673
510	42843	795572
511	42925	795457
512	43007	795346
513	43097	795379
514	43179	795255
515	43265	795205
516	43345	795052
517	43428	794960
518	43508	794814
519	43590	794685
520	43671	794551
521	43753	794431
522	43837	794348
523	43920	794251
524	44002	794142
525	44090	794140
526	44174	794051
527	44256	793927
528	44337	793802
529	44416	793632
530	44498	793512
531	44581	793410
532	44662	793291
533	44747	793226
534	44836	793222
535	44922	793190
536	45006	793102
537	45094	793092
538	45181	793065
539	45267	793027
540	45355	793003
541	45439	792921
542	45526	792899
543	45607	792763
544	45693	792711
545	45777	792638
546	45859	792518
547	45942	792415
548	46027	792353
549	46114	792335
550	46197	792233
551	46280	792129
552	46360	791992
553	46446	791941
554	46527	791801
555	46609	791693
556	46695	791637
557	46783	791634
558	46869	791590
559	46957	791561
560	47043	791528
561	47124	791389
562	47210	791337
563	47291	791204
564	47374	791108
565	47460	791060
566	47545	790996
567	47629	790918
568	47716	790883
569	47799	790792
570	47883	790704
571	47963	790551
572	48049	790517
573	48134	790446
574	48214	790297
575	48299	790237
576	48385	790185
577	48467	790077
578	48554	790030
579	48637	789934
580	48721	789859
581	48804	789766
582	48890	789706
583	48974	789632
584	49055	789504
585	49138	789405
586	49226	789387
587	49312	789335
588	49399	789306
589	49486	789267
590	49574	789254
591	49658	789163
592	49749	789189
593	49834	789134
594	49920	789074
595	50001	788945
596	50083	788830
597	50168	788763
598	50254	788721
599	50339	788657
600	50422	788554
601	50505	788461
602	50590	788391
603	50677	788347
604	50762	788281
605	50846	788205
606	50932	788154
607	51014	788045
608	51098	787962
609	51179	787835
610	51267	787806
611	51349	787694
612	51435	787644
613	51519	787563
614	51599	787417
615	51685	787361
616	51769	787282
617	51856	787251
618	51944	787228
619	52036	787268
620	52123	787227
621	52212	787209
622	52299	787183
623	52389	787184
624	52475	787135
625	52561	787077
626	52646	787017
627	52731	786939
628	52818	786900
629	52900	786795
630	52981	786662
631	53066	786597
632	53146	786449
633	53233	786417
634	53323	786415
635	53408	786352
636	53493	786280
637	53576	786183
638	53664	786158
639	53749	786087
640	53832	785990
641	53917	785913
642	54005	785899
643	54086	785766
644	54168	785659
645	54252	785566
646	54342	785572
647	54434	785597
648	54518	785514
649	54605	785484
650	54692	785431
651	54782	785433
652	54867	785373
653	54954	785327
654	55042	785306
655	55126	785214
656	55211	785151
657	55299	785120
658	55381	785009
659	55463	784892
660	55546	784798
661	55627	784673
662	55711	784581
663	55797	784523
664	55883	784468
665	55967	784387
666	56055	784357
667	56136	784233
668	56220	784139
669	56304	784057
670	56383	783908
671	56468	783832
672	56552	783755
673	56635	783658
674	56714	783496
675	56797	783398
676	56878	783281
677	56960	783170
678	57041	783035
679	57120	782889
680	57198	782720
681	57284	782662
682	57367	782570
683	57452	782500
684	57535	782400
685	57614	782242
686	57697	782153
687	57780	782050
688	57863	781961
689	57943	781816
690	58028	781741
691	58111	781643
692	58197	781595
693	58280	781489
694	58368	781462
695	58455	781423
696	58536	781294
697	58625	781281
698	58708	781178
699	58795	781133
700	58876	781014
701	58958	780910
702	59044	780852
703	59129	780774
704	59213	780690
705	59303	780685
706	59385	780582
707	59472	780539
708	59556	780446
709	59640	780365
710	59725	780300
711	59814	780280
712	59903	780264
713	59990	780208
714	60076	780152
715	60164	780126
716	60248	780033
717	60335	779994
718	60423	779957
719	60511	779931
720	60600	779909
721	60686	779844
722	60771	779778
723	60855	779690
724	60945	779682
725	61033	779644
726	61121	779611
727	61208	779562
728	61294	779503
729	61376	779396
730	61470	779441
731	61554	779353
732	61642	779317
733	61728	779263
734	61815	779212
735	61899	779130
736	61985	779064
737	62070	778999
738	62151	778874
739	62236	778794
740	62318	778681
741	62406	778650
742	62490	778566
743	62578	778532
744	62670	778545
745	62754	778452
746	62840	778399
747	62923	778294
748	63005	778190
749	63095	778172
750	63182	778132
751	63263	778005
752	63348	777930
753	63433	777857
754	63517	777770
755	63603	777715
756	63690	777660
757	63774	777581
758	63863	777557
759	63951	777517
760	64038	777463
761	64122	777374
762	64202	777250
763	64288	777186
764	64371	777084
765	64454	776988
766	64538	776899
767	64622	776815
768	64707	776741
769	64795	776704
770	64882	776648
771	64968	776592
772	65050	776484
773	65138	776439
774	65224	776383
775	65306	776266
776	65387	776149
777	65476	776126
778	65557	776006
779	65643	775941
780	65729	775879
781	65814	775803
782	65901	775754
783	65987	775684
784	66071	775600
785	66159	775569
786	66246	775510
787	66329	775410
788	66416	775369
789	66505	775332
790	66589	775251
791	66676	775195
792	66761	775119
793	66846	775054
794	66934	775007
795	67020	774942
796	67105	774871
797	67189	774787
798	67274	774711
799	67361	774656
800	67446	774587
801	67532	774522
802	67613	774402
803	67702	774367
804	67787	774293
805	67870	774190
806	67958	774156
807	68042	774064
808	68128	774003
809	68219	773991
810	68307	773953
811	68392	773879
812	68479	773825
813	68566	773776
814	68653	773725
815	68742	773692
816	68833	773684
817	68918	773600
818	68998	773473
819	69080	773368
820	69168	773320
821	69252	773234
822	69340	773194
823	69438	773257
824	69527	773225
825	69612	773155
826	69696	773069
827	69778	772959
828	69865	772904
829	69952	772852
830	70044	772848
831	70130	772781
832	70215	772704
833	70295	772581
834	70382	772524
835	70465	772425
836	70552	772368
837	70641	772330
838	70725	772251
839	70810	772175
840	70891	772054
841	70975	771963
842	71060	771882
843	71146	771822
844	71232	771754
845	71316	771664
846	71401	771593
847	71488	771535
848	71572	771444
849	71659	771393
850	71744	771313
851	71829	771241
852	71912	771144
853	71997	771061
854	72079	770955
855	72165	770893
856	72251	770823
857	72334	770729
858	72417	770631
859	72501	770538
860	72581	770413
861	72661	770284
862	72743	770171
863	72823	770044
864	72903	769912
865	72988	769839
866	73076	769787
867	73161	769712
868	73249	769669
869	73331	769556
870	73419	769515
871	73505	769442
872	73592	769386
873	73676	769308
874	73762	769239
875	73849	769176
876	73939	769152
877	74025	769086
878	74116	769075
879	74203	769018
880	74287	768935
881	74372	768851
882	74452	768719
883	74536	768635
884	74619	768543
885	74706	768482
886	74798	768473
887	74888	768454
888	74975	768389
889	75062	768336
890	75147	768261
891	75232	768185
892	75326	768196
893	75411	768120
894	75494	768016
895	75576	767911
896	75665	767871
897	75753	767821
898	75839	767758
899	75928	767717
900	76011	767621
901	76100	767582
902	76186	767520
903	76271	767444
904	76351	767314
905	76440	767273
906	76528	767221
907	76618	767200
908	76701	767103
909	76785	767012
910	76873	766963
911	76962	766922
912	77047	766844
913	77136	766807
914	77222	766741
915	77307	766656
916	77392	766585
917	77479	766521
918	77563	766436
919	77649	766363
920	77736	766310
921	77821	766229
922	77905	766144
923	77992	766078
924	78077	765998
925	78162	765925
926	78246	765839
927	78334	765788
928	78421	765731
929	78506	765646
930	78592	765577
931	78676	765489
932	78764	765447
933	78850	765371
934	78935	765298
935	79020	765216
936	79107	765156
937	79196	765113
938	79280	765028
939	79367	764964
940	79455	764916
941	79537	764810
942	79619	764697
943	79705	764629
944	79792	764573
945	79882	764537
946	79968	764472
947	80054	764400
948	80138	764314
949	80223	764237
950	80310	764178
951	80390	764051
952	80474	763961
953	80558	763867
954	80642	763784
955	80726	763694
956	80808	763589
957	80891	763487
958	80976	763411
959	81063	763343
960	81147	763260
961	81234	763200
962	81319	763116
963	81404	763037
964	81488	762949
965	81574	762885
966	81659	762799
967	81744	762725
968	81834	762692
969	81919	762615
970	82006	762547
971	82096	762521
972	82184	762470
973	82270	762391
974	82352	762291
975	82438	762214
976	82518	762089
977	82604	762017
978	82690	761954
979	82774	761862
980	82860	761792
981	82943	761697
982	83025	761590
983	83113	761532
984	83198	761454
985	83286	761402
986	83368	761300
987	83455	761235
988	83539	761150
989	83624	761070
990	83707	760966
991	83797	760935
992	83880	760837
993	83965	760755
994	84047	760652
995	84133	760580
996	84216	760482
997	84299	760383
998	84384	760305
999	84468	760214
1000	84551	760118
1001	84637	760047
1002	84718	759937
1003	84803	759855
1004	84885	759744
1005	84969	759656
1006	85057	759604
1007	85140	759507
1008	85224	759420
1009	85309	759335
1010	85395	759271
1011	85484	759225
1012	85570	759150
1013	85654	759060
1014	85736	758957
1015	85820	758865
1016	85907	758806
1017	85993	758734
1018	86079	758668
1019	86163	758578
1020	86255	758554
1021	86335	758437
1022	86424	758386
1023	86509	758312
1024	86592	758212
1025	86678	758139
1026	86760	758037
1027	86844	757950
1028	86931	757882
1029	87018	757825
1030	87105	757755
1031	87192	757697
1032	87274	757590
1033	87363	757545
1034	87451	757487
1035	87539	757439
1036	87625	757367
1037	87714	757317
1038	87801	757252
1039	87886	757179
1040	87971	757093
1041	88058	757031
1042	88146	756974
1043	88233	756912
1044	88322	756864
1045	88407	756792
1046	88491	756697
1047	88575	756610
1048	88666	756584
1049	88749	756488
1050	88835	756411
1051	88919	756322
1052	89006	756259
1053	89092	756183
1054	89175	756087
1055	89257	755984
1056	89341	755891
1057	89430	755848
1058	89513	755754
1059	89601	755696
1060	89685	755604
1061	89773	755550
1062	89860	755489
1063	89947	755424
1064	90036	755376
1065	90123	755312
1066	90209	755243
1067	90291	755135
1068	90374	755039
1069	90467	755023
1070	90555	754966
1071	90637	754857
1072	90719	754751
1073	90802	754654
1074	90889	754594
1075	90974	754511
1076	91060	754442
1077	91144	754353
1078	91229	754273
1079	91310	754155
1080	91393	754061
1081	91480	753991
1082	91563	753895
1083	91648	753817
1084	91735	753755
1085	91824	753707
1086	91912	753645
1087	92001	753601
1088	92083	753498
1089	92163	753374
1090	92250	753311
1091	92334	753217
1092	92416	753112
1093	92505	753064
1094	92588	752971
1095	92677	752917
1096	92759	752812
1097	92848	752762
1098	92932	752680
1099	93019	752614
1100	93117	752639
1101	93204	752568
1102	93290	752494
1103	93377	752429
1104	93466	752383
1105	93553	752318
1106	93639	752243
1107	93725	752176
1108	93811	752095
1109	93894	751997
1110	93976	751895
1111	94062	751822
1112	94148	751749
1113	94237	751703
1114	94323	751624
1115	94409	751555
1116	94496	751490
1117	94583	751419
1118	94668	751345
1119	94753	751256
1120	94834	751143
1121	94919	751063
1122	95009	751025
1123	95095	750951
1124	95177	750848
1125	95259	750741
1126	95343	750653
1127	95431	750590
1128	95513	750490
1129	95594	750378
1130	95679	750293
1131	95761	750190
1132	95843	750085
1133	95921	749946
1134	96010	749896
1135	96095	749814
1136	96179	749728
1137	96265	749654
1138	96348	749558
1139	96436	749495
1140	96518	749395
1141	96602	749305
1142	96684	749200
1143	96767	749102
1144	96853	749032
1145	96935	748923
1146	97019	748832
1147	97111	748803
1148	97197	748737
1149	97281	748647
1150	97369	748588
1151	97458	748534
1152	97543	748456
1153	97630	748384
1154	97713	748287
1155	97801	748232
1156	97885	748146
1157	97970	748061
1158	98056	747987
1159	98140	747898
1160	98221	747788
1161	98306	747703
1162	98391	747619
1163	98475	747532
1164	98562	747469
1165	98644	747359
1166	98728	747274
1167	98810	747170
1168	98892	747066
1169	98981	747010
1170	99064	746921
1171	99148	746828
1172	99233	746745
1173	99316	746646
1174	99403	746580
1175	99484	746469
1176	99572	746413
1177	99655	746315
1178	99741	746245
1179	99828	746175
1180	99915	746112
1181	100005	746064
1182	100092	745996
1183	100175	745902
1184	100269	745885
1185	100357	745824
1186	100442	745743
1187	100528	745668
1188	100614	745597
1189	100698	745504
1190	100785	745440
1191	100871	745364
1192	100957	745294
1193	101041	745199
1194	101129	745142
1195	101218	745092
1196	101300	744986
1197	101382	744884
1198	101462	744764
1199	101547	744681
1200	101634	744614
1201	101719	744535
1202	101804	744453
1203	101901	744458
1204	101988	744392
1205	102077	744338
1206	102167	744289
1207	102253	744217
1208	102340	744151
1209	102430	744104
1210	102518	744042
1211	102602	743956
1212	102688	743877
1213	102774	743802
1214	102858	743716
1215	102946	743652
1216	103035	743599
1217	103120	743516
1218	103207	743451
1219	103298	743410
1220	103386	743348
1221	103468	743249
1222	103549	743134
1223	103635	743063
1224	103722	742989
1225	103806	742899
1226	103896	742854
1227	103979	742758
1228	104065	742681
1229	104146	742571
1230	104231	742487
1231	104318	742422
1232	104400	742319
1233	104487	742250
1234	104572	742169
1235	104658	742094
1236	104744	742020
1237	104831	741948
1238	104914	741851
1239	104999	741770
1240	105081	741666
1241	105170	741610
1242	105254	741520
1243	105337	741428
1244	105423	741348
1245	105509	741275
1246	105596	741208
1247	105681	741127
1248	105767	741047
1249	105853	740976
1250	105939	740895
1251	106025	740824
1252	106113	740765
1253	106197	740673
1254	106282	740587
1255	106366	740501
1256	106453	740431
1257	106538	740351
1258	106624	740272
1259	106714	740226
1260	106799	740143
1261	106885	740066
1262	106971	739992
1263	107058	739922
1264	107150	739887
1265	107235	739803
1266	107318	739709
1267	107403	739624
1268	107485	739521
1269	107568	739430
1270	107652	739337
1271	107737	739256
1272	107826	739197
1273	107909	739102
1274	107996	739037
1275	108082	738960
1276	108161	738836
1277	108247	738758
1278	108330	738662
1279	108409	738537
1280	108497	738477
1281	108585	738415
1282	108670	738331
1283	108756	738257
1284	108845	738198
1285	108928	738103
1286	109010	738002
1287	109097	737930
1288	109185	737868
1289	109269	737783
1290	109360	737737
1291	109445	737656
1292	109529	737565
1293	109611	737461
1294	109697	737386
1295	109775	737256
1296	109859	737166
1297	109943	737079
1298	110030	737010
1299	110116	736931
1300	110203	736862
1301	110288	736783
1302	110372	736691
1303	110457	736606
1304	110543	736532
1305	110628	736449
1306	110714	736374
1307	110801	736303
1308	110887	736225
1309	110971	736139
1310	111058	736071
1311	111144	735996
1312	111234	735944
1313	111320	735865
1314	111405	735781
1315	111489	735692
1316	111574	735611
1317	111661	735539
1318	111751	735490
1319	111840	735434
1320	111926	735358
1321	112014	735298
1322	112105	735251
1323	112189	735161
1324	112273	735074
1325	112360	735001
1326	112448	734940
1327	112533	734854
1328	112622	734797
1329	112711	734742
1330	112798	734673
1331	112886	734607
1332	112970	734519
1333	113056	734440
1334	113147	734402
1335	113233	734322
1336	113318	734238
1337	113401	734144
1338	113489	734080
1339	113575	734004
1340	113660	733919
1341	113750	733867
1342	113836	733791
1343	113917	733682
1344	114004	733609
1345	114091	733543
1346	114175	733454
1347	114258	733353
1348	114345	733285
1349	114431	733212
1350	114515	733121
1351	114601	733041
1352	114686	732961
1353	114771	732878
1354	114857	732801
1355	114945	732732
1356	115032	732667
1357	115108	732526
1358	115193	732440
1359	115277	732350
1360	115369	732314
1361	115456	732242
1362	115541	732158
1363	115625	732067
1364	115710	731987
1365	115800	731932
1366	115885	731852
1367	115971	731771
1368	116055	731684
1369	116141	731607
1370	116227	731528
1371	116310	731432
1372	116397	731364
1373	116487	731309
1374	116570	731214
1375	116657	731142
1376	116737	731028
1377	116823	730953
1378	116908	730866
1379	116990	730765
1380	117076	730690
1381	117163	730619
1382	117249	730543
1383	117336	730472
1384	117422	730391
1385	117507	730312
1386	117594	730236
1387	117680	730162
1388	117763	730068
1389	117851	729998
1390	117937	729921
1391	118024	729854
1392	118108	729762
1393	118196	729699
1394	118281	729612
1395	118363	729511
1396	118448	729431
1397	118536	729363
1398	118624	729297
1399	118709	729215
1400	118800	729165
1401	118886	729090
1402	118969	728995
1403	119050	728885
1404	119131	728776
1405	119217	728701
1406	119303	728622
1407	119386	728530
1408	119467	728419
1409	119555	728356
1410	119638	728259
1411	119721	728163
1412	119806	728081
1413	119890	727992
1414	119979	727929
1415	120060	727823
1416	120138	727701
1417	120222	727606
1418	120301	727489
1419	120392	727439
1420	120479	727368
1421	120563	727279
1422	120645	727181
1423	120726	727074
1424	120810	726984
1425	120894	726890
1426	120977	726795
1427	121061	726706
1428	121145	726621
1429	121233	726554
1430	121321	726488
1431	121403	726389
1432	121491	726318
1433	121576	726235
1434	121658	726137
1435	121745	726063
1436	121828	725970
1437	121917	725906
1438	122002	725827
1439	122091	725763
1440	122177	725689
1441	122263	725612
1442	122350	725537
1443	122436	725461
1444	122518	725362
1445	122603	725274
1446	122689	725200
1447	122775	725120
1448	122861	725046
1449	122951	724988
1450	123041	724937
1451	123128	724864
1452	123214	724786
1453	123304	724729
1454	123392	724668
1455	123480	724599
1456	123565	724515
1457	123651	724436
1458	123734	724345
1459	123816	724243
1460	123901	724155
1461	123983	724054
1462	124073	724003
1463	124161	723935
1464	124246	723853
1465	124334	723788
1466	124423	723727
1467	124512	723662
1468	124601	723604
1469	124687	723527
1470	124776	723466
1471	124866	723411
1472	124955	723349
1473	125043	723286
1474	125128	723201
1475	125214	723123
1476	125301	723049
1477	125388	722977
1478	125476	722912
1479	125563	722837
1480	125648	722754
1481	125731	722660
1482	125819	722593
1483	125909	722539
1484	125996	722462
1485	126079	722366
1486	126165	722289
1487	126252	722216
1488	126336	722128
1489	126424	722062
1490	126517	722023
1491	126605	721956
1492	126698	721916
1493	126786	721849
1494	126874	721782
1495	126960	721705
1496	127049	721646
1497	127134	721562
1498	127225	721508
1499	127314	721447
1500	127407	721407
1501	127493	721333
1502	127585	721284
1503	127670	721204
1504	127760	721147
1505	127846	721070
1506	127931	720985
1507	128017	720907
1508	128104	720829
1509	128192	720765
1510	128283	720714
1511	128367	720623
1512	128451	720532
1513	128534	720437
1514	128617	720344
1515	128703	720265
1516	128791	720195
1517	128877	720120
1518	128962	720034
1519	129055	719993
1520	129143	719926
1521	129230	719853
1522	129314	719764
1523	129401	719689
1524	129487	719612
1525	129572	719528
1526	129660	719458
1527	129744	719369
1528	129831	719294
1529	129919	719228
1530	130004	719142
1531	130096	719096
1532	130186	719042
1533	130274	718975
1534	130361	718899
1535	130451	718844
1536	130536	718759
1537	130621	718674
1538	130704	718575
1539	130788	718487
1540	130876	718420
1541	130961	718337
1542	131048	718260
1543	131134	718182
1544	131219	718098
1545	131305	718018
1546	131389	717930
1547	131480	717875
1548	131567	717801
1549	131652	717718
1550	131738	717640
1551	131828	717581
1552	131914	717503
1553	132002	717436
1554	132089	717363
1555	132174	717274
1556	132261	717201
1557	132346	717115
1558	132429	717020
1559	132513	716929
1560	132596	716837
1561	132683	716761
1562	132764	716655
1563	132846	716553
1564	132933	716481
1565	133019	716403
1566	133110	716348
1567	133194	716260
1568	133285	716208
1569	133373	716138
1570	133459	716059
1571	133549	716004
1572	133635	715921
1573	133717	715823
1574	133802	715738
1575	133893	715683
1576	133976	715588
1577	134062	715512
1578	134145	715413
1579	134231	715333
1580	134318	715261
1581	134404	715183
1582	134492	715115
1583	134579	715036
1584	134661	714938
1585	134751	714877
1586	134840	714813
1587	134929	714750
1588	135016	714677
1589	135098	714577
1590	135183	714490
1591	135274	714439
1592	135361	714367
1593	135450	714299
1594	135538	714231
1595	135624	714151
1596	135710	714075
1597	135802	714025
1598	135882	713915
1599	135975	713869
1600	136064	713805
1601	136152	713735
1602	136243	713683
1603	136337	713646
1604	136420	713553
1605	136503	713458
1606	136587	713368
1607	136672	713279
1608	136753	713176
1609	136842	713112
1610	136929	713034
1611	137018	712974
1612	137103	712887
1613	137189	712807
1614	137273	712719
1615	137359	712635
1616	137441	712538
1617	137531	712479
1618	137621	712420
1619	137712	712365
1620	137799	712291
1621	137886	712215
1622	137975	712151
1623	138057	712052
1624	138141	711958
1625	138228	711883
1626	138316	711814
1627	138399	711721
1628	138487	711652
1629	138575	711581
1630	138662	711507
1631	138749	711430
1632	138836	711358
1633	138923	711279
1634	139006	711184
1635	139094	711113
1636	139174	711005
1637	139263	710940
1638	139348	710858
1639	139438	710794
1640	139526	710728
1641	139613	710651
1642	139700	710576
1643	139791	710520
1644	139879	710451
1645	139971	710400
1646	140058	710326
1647	140147	710259
1648	140229	710159
1649	140314	710076
1650	140405	710020
1651	140492	709944
1652	140577	709860
1653	140666	709793
1654	140752	709714
1655	140840	709644
1656	140928	709577
1657	141016	709502
1658	141099	709409
1659	141186	709332
1660	141272	709252
1661	141356	709164
1662	141443	709088
1663	141529	709006
1664	141613	708918
