iter	Passed	Remaining
1665	141699	708838
1666	141783	708747
1667	141866	708651
1668	141952	708573
1669	142042	708511
1670	142131	708443
1671	142219	708374
1672	142304	708291
1673	142389	708202
1674	142470	708097
1675	142549	707986
1676	142634	707900
1677	142714	707786
1678	142797	707695
1679	142881	707603
1680	142963	707505
1681	143046	707408
1682	143134	707337
1683	143221	707263
1684	143308	707186
1685	143395	707111
1686	143479	707021
1687	143568	706954
1688	143657	706890
1689	143746	706823
1690	143836	706763
1691	143921	706676
1692	144006	706594
1693	144093	706515
1694	144183	706458
1695	144272	706389
1696	144358	706310
1697	144446	706240
1698	144533	706164
1699	144618	706079
1700	144708	706018
1701	144792	705926
1702	144881	705860
1703	144970	705794
1704	145055	705709
1705	145141	705630
1706	145230	705565
1707	145317	705485
1708	145402	705404
1709	145494	705348
1710	145577	705255
1711	145669	705204
1712	145758	705136
1713	145844	705057
1714	145930	704978
1715	146019	704908
1716	146105	704829
1717	146189	704739
1718	146272	704644
1719	146358	704561
1720	146447	704497
1721	146537	704435
1722	146625	704365
1723	146715	704304
1724	146798	704207
1725	146879	704103
1726	146967	704032
1727	147055	703960
1728	147140	703872
1729	147226	703791
1730	147307	703688
1731	147393	703608
1732	147482	703543
1733	147567	703458
1734	147650	703361
1735	147736	703278
1736	147823	703204
1737	147908	703120
1738	147995	703042
1739	148087	702991
1740	148174	702913
1741	148262	702843
1742	148351	702775
1743	148436	702689
1744	148525	702625
1745	148612	702546
1746	148699	702470
1747	148785	702391
1748	148872	702313
1749	148957	702229
1750	149043	702146
1751	149128	702061
1752	149214	701980
1753	149301	701905
1754	149388	701826
1755	149477	701762
1756	149563	701681
1757	149656	701630
1758	149739	701534
1759	149830	701480
1760	149913	701386
1761	149999	701301
1762	150085	701221
1763	150174	701153
1764	150263	701088
1765	150346	700992
1766	150428	700894
1767	150514	700813
1768	150602	700739
1769	150689	700664
1770	150771	700564
1771	150857	700481
1772	150940	700388
1773	151019	700271
1774	151101	700173
1775	151188	700100
1776	151272	700007
1777	151357	699923
1778	151444	699846
1779	151534	699783
1780	151617	699686
1781	151700	699593
1782	151787	699517
1783	151872	699432
1784	151958	699348
1785	152043	699262
1786	152127	699174
1787	152208	699070
1788	152291	698973
1789	152377	698891
1790	152463	698812
1791	152551	698741
1792	152638	698664
1793	152719	698559
1794	152804	698472
1795	152891	698397
1796	152977	698317
1797	153059	698218
1798	153149	698152
1799	153234	698070
1800	153318	697977
1801	153408	697915
1802	153496	697842
1803	153581	697759
1804	153671	697693
1805	153756	697610
1806	153845	697540
1807	153933	697468
1808	154021	697394
1809	154108	697320
1810	154193	697232
1811	154283	697168
1812	154370	697093
1813	154456	697014
1814	154542	696929
1815	154625	696838
1816	154712	696760
1817	154798	696679
1818	154884	696596
1819	154966	696496
1820	155055	696428
1821	155144	696360
1822	155230	696281
1823	155319	696213
1824	155407	696142
1825	155490	696045
1826	155577	695966
1827	155662	695882
1828	155754	695826
1829	155844	695765
1830	155930	695682
1831	156022	695628
1832	156109	695549
1833	156196	695472
1834	156287	695415
1835	156368	695312
1836	156453	695227
1837	156538	695139
1838	156625	695063
1839	156714	694993
1840	156806	694939
1841	156890	694850
1842	156979	694781
1843	157066	694704
1844	157156	694639
1845	157244	694565
1846	157329	694482
1847	157412	694386
1848	157502	694322
1849	157586	694232
1850	157673	694153
1851	157755	694057
1852	157844	693988
1853	157935	693929
1854	158023	693853
1855	158109	693775
1856	158192	693680
1857	158276	693588
1858	158362	693505
1859	158450	693432
1860	158536	693353
1861	158622	693270
1862	158709	693192
1863	158798	693123
1864	158882	693035
1865	158969	692959
1866	159055	692876
1867	159142	692797
1868	159225	692702
1869	159313	692628
1870	159399	692548
1871	159485	692466
1872	159572	692391
1873	159656	692298
1874	159739	692203
1875	159824	692119
1876	159911	692039
1877	159994	691945
1878	160079	691860
1879	160168	691790
1880	160254	691709
1881	160336	691610
1882	160420	691519
1883	160504	691430
1884	160591	691352
1885	160674	691257
1886	160761	691180
1887	160840	691069
1888	160926	690987
1889	161012	690906
1890	161102	690840
1891	161187	690755
1892	161272	690668
1893	161351	690556
1894	161437	690473
1895	161519	690378
1896	161607	690301
1897	161690	690207
1898	161776	690128
1899	161862	690044
1900	161950	689970
1901	162036	689891
1902	162121	689802
1903	162208	689726
1904	162296	689653
1905	162385	689583
1906	162472	689505
1907	162557	689419
1908	162639	689324
1909	162725	689240
1910	162808	689145
1911	162892	689054
1912	162978	688973
1913	163066	688900
1914	163154	688825
1915	163240	688747
1916	163327	688667
1917	163411	688576
1918	163497	688496
1919	163583	688415
1920	163669	688332
1921	163757	688256
1922	163843	688175
1923	163930	688098
1924	164016	688018
1925	164105	687946
1926	164189	687858
1927	164274	687773
1928	164361	687693
1929	164449	687620
1930	164538	687550
1931	164624	687468
1932	164710	687387
1933	164798	687314
1934	164885	687237
1935	164974	687164
1936	165069	687122
1937	165158	687052
1938	165246	686979
1939	165336	686912
1940	165425	686841
1941	165510	686756
1942	165597	686678
1943	165685	686606
1944	165773	686533
1945	165861	686457
1946	165947	686377
1947	166038	686316
1948	166128	686249
1949	166214	686167
1950	166301	686089
1951	166386	686001
1952	166471	685917
1953	166561	685852
1954	166649	685775
1955	166736	685700
1956	166822	685618
1957	166911	685546
1958	166994	685454
1959	167088	685404
1960	167172	685312
1961	167262	685248
1962	167354	685188
1963	167443	685120
1964	167532	685048
1965	167621	684979
1966	167710	684911
1967	167801	684847
1968	167889	684773
1969	167971	684674
1970	168059	684601
1971	168141	684502
1972	168229	684428
1973	168318	684360
1974	168410	684301
1975	168500	684235
1976	168589	684163
1977	168673	684074
1978	168762	684002
1979	168851	683933
1980	168942	683870
1981	169030	683795
1982	169118	683724
1983	169201	683629
1984	169292	683566
1985	169377	683481
1986	169461	683391
1987	169548	683313
1988	169637	683240
1989	169723	683160
1990	169808	683070
1991	169891	682978
1992	169976	682890
1993	170061	682803
1994	170146	682719
1995	170233	682641
1996	170318	682552
1997	170401	682457
1998	170484	682362
1999	170566	682266
2000	170650	682173
2001	170734	682085
2002	170822	682008
2003	170912	681944
2004	170998	681863
2005	171086	681788
2006	171170	681696
2007	171255	681612
2008	171341	681527
2009	171425	681438
2010	171506	681334
2011	171591	681248
2012	171675	681158
2013	171764	681087
2014	171847	680993
2015	171931	680904
2016	172016	680816
2017	172101	680730
2018	172190	680659
2019	172278	680584
2020	172363	680499
2021	172450	680419
2022	172542	680359
2023	172626	680271
2024	172712	680188
2025	172798	680106
2026	172887	680037
2027	172976	679965
2028	173064	679889
2029	173153	679821
2030	173240	679741
2031	173328	679664
2032	173415	679585
2033	173501	679504
2034	173589	679431
2035	173676	679352
2036	173766	679283
2037	173855	679214
2038	173941	679132
2039	174029	679055
2040	174114	678970
2041	174201	678889
2042	174291	678825
2043	174379	678748
2044	174468	678679
2045	174552	678589
2046	174640	678514
2047	174728	678438
2048	174820	678378
2049	174908	678302
2050	174992	678213
2051	175075	678119
2052	175166	678055
2053	175252	677971
2054	175345	677917
2055	175431	677836
2056	175518	677754
2057	175604	677672
2058	175691	677594
2059	175777	677510
2060	175866	677439
2061	175953	677359
2062	176037	677272
2063	176121	677178
2064	176206	677092
2065	176290	677001
2066	176380	676935
2067	176463	676842
2068	176549	676760
2069	176636	676680
2070	176720	676591
2071	176810	676523
2072	176897	676443
2073	176989	676381
2074	177076	676304
2075	177164	676227
2076	177248	676137
2077	177333	676050
2078	177423	675982
2079	177509	675903
2080	177597	675827
2081	177680	675732
2082	177766	675650
2083	177858	675590
2084	177943	675502
2085	178031	675425
2086	178122	675362
2087	178207	675277
2088	178292	675188
2089	178382	675122
2090	178472	675054
2091	178556	674964
2092	178644	674887
2093	178727	674793
2094	178815	674720
2095	178903	674644
2096	178989	674560
2097	179078	674487
2098	179167	674419
2099	179254	674336
2100	179345	674273
2101	179431	674192
2102	179521	674125
2103	179612	674059
2104	179705	674003
2105	179795	673932
2106	179880	673848
2107	179969	673775
2108	180052	673682
2109	180136	673590
2110	180220	673501
2111	180304	673411
2112	180388	673320
2113	180472	673228
2114	180558	673146
2115	180643	673057
2116	180730	672980
2117	180821	672915
2118	180904	672821
2119	180988	672730
2120	181071	672635
2121	181157	672554
2122	181247	672484
2123	181329	672388
2124	181411	672288
2125	181493	672190
2126	181578	672104
2127	181657	671997
2128	181738	671894
2129	181825	671816
2130	181911	671731
2131	181996	671645
2132	182086	671576
2133	182172	671494
2134	182255	671401
2135	182340	671313
2136	182424	671223
2137	182507	671129
2138	182594	671049
2139	182679	670962
2140	182768	670889
2141	182853	670805
2142	182943	670736
2143	183037	670680
2144	183124	670601
2145	183213	670530
2146	183301	670454
2147	183389	670378
2148	183472	670284
2149	183562	670214
2150	183654	670156
2151	183743	670082
2152	183833	670015
2153	183921	669938
2154	184007	669855
2155	184093	669771
2156	184180	669692
2157	184267	669613
2158	184355	669537
2159	184445	669467
2160	184530	669381
2161	184619	669310
2162	184707	669232
2163	184792	669146
2164	184886	669090
2165	184974	669017
2166	185064	668946
2167	185152	668870
2168	185242	668801
2169	185328	668721
2170	185416	668643
2171	185503	668563
2172	185589	668481
2173	185677	668405
2174	185769	668342
2175	185855	668259
2176	185943	668183
2177	186034	668118
2178	186121	668039
2179	186207	667955
2180	186293	667873
2181	186380	667793
2182	186469	667719
2183	186558	667647
2184	186646	667571
2185	186736	667501
2186	186820	667411
2187	186911	667345
2188	186999	667268
2189	187084	667183
2190	187170	667099
2191	187253	667005
2192	187338	666917
2193	187425	666837
2194	187511	666756
2195	187598	666676
2196	187688	666607
2197	187778	666536
2198	187864	666454
2199	187951	666372
2200	188037	666291
2201	188127	666222
2202	188215	666145
2203	188305	666074
2204	188391	665993
2205	188479	665913
2206	188567	665838
2207	188652	665751
2208	188736	665663
2209	188824	665584
2210	188912	665509
2211	189006	665452
2212	189094	665378
2213	189183	665303
2214	189266	665210
2215	189352	665127
2216	189441	665051
2217	189527	664969
2218	189611	664878
2219	189693	664783
2220	189777	664690
2221	189866	664618
2222	189946	664515
2223	190035	664440
2224	190118	664346
2225	190205	664266
2226	190291	664183
2227	190373	664085
2228	190458	663997
2229	190545	663918
2230	190632	663837
2231	190714	663742
2232	190797	663647
2233	190885	663572
2234	190975	663500
2235	191059	663409
2236	191145	663328
2237	191232	663245
2238	191321	663174
2239	191407	663090
2240	191489	662993
2241	191574	662906
2242	191658	662814
2243	191741	662721
2244	191823	662625
2245	191906	662529
2246	191998	662467
2247	192079	662365
2248	192168	662294
2249	192256	662215
2250	192343	662137
2251	192429	662052
2252	192516	661971
2253	192602	661891
2254	192691	661816
2255	192780	661742
2256	192869	661669
2257	192954	661583
2258	193039	661494
2259	193125	661412
2260	193213	661336
2261	193304	661268
2262	193393	661195
2263	193481	661117
2264	193566	661032
2265	193654	660954
2266	193743	660881
2267	193830	660800
2268	193919	660729
2269	194007	660651
2270	194097	660579
2271	194182	660493
2272	194269	660412
2273	194351	660315
2274	194439	660240
2275	194532	660178
2276	194617	660092
2277	194705	660014
2278	194792	659935
2279	194880	659858
2280	194965	659771
2281	195058	659710
2282	195147	659639
2283	195236	659564
2284	195326	659494
2285	195414	659415
2286	195500	659333
2287	195588	659255
2288	195678	659187
2289	195763	659098
2290	195847	659007
2291	195930	658915
2292	196015	658828
2293	196102	658745
2294	196190	658671
2295	196279	658596
2296	196367	658520
2297	196455	658442
2298	196541	658359
2299	196630	658286
2300	196717	658202
2301	196806	658130
2302	196896	658060
2303	196983	657981
2304	197075	657917
2305	197165	657843
2306	197251	657761
2307	197339	657682
2308	197426	657602
2309	197508	657506
2310	197595	657425
2311	197681	657343
2312	197768	657260
2313	197857	657186
2314	197943	657104
2315	198028	657016
2316	198113	656930
2317	198195	656830
2318	198286	656763
2319	198374	656686
2320	198457	656595
2321	198542	656508
2322	198628	656424
2323	198716	656346
2324	198803	656266
2325	198889	656182
2326	198977	656104
2327	199056	655996
2328	199146	655926
2329	199234	655847
2330	199323	655776
2331	199411	655698
2332	199490	655592
2333	199575	655505
2334	199661	655421
2335	199746	655333
2336	199834	655255
2337	199917	655161
2338	200002	655075
2339	200088	654990
2340	200175	654908
2341	200260	654824
2342	200344	654732
2343	200427	654637
2344	200509	654543
2345	200594	654452
2346	200677	654361
2347	200762	654273
2348	200855	654211
2349	200938	654119
2350	201020	654023
2351	201107	653940
2352	201190	653848
2353	201276	653764
2354	201363	653684
2355	201456	653621
2356	201542	653538
2357	201626	653449
2358	201711	653361
2359	201794	653268
2360	201877	653172
2361	201967	653101
2362	202053	653018
2363	202136	652924
2364	202224	652847
2365	202311	652765
2366	202399	652690
2367	202484	652603
2368	202572	652523
2369	202664	652459
2370	202754	652389
2371	202844	652319
2372	202933	652245
2373	203022	652170
2374	203111	652093
2375	203197	652009
2376	203281	651921
2377	203367	651837
2378	203454	651754
2379	203547	651695
2380	203630	651601
2381	203718	651524
2382	203802	651431
2383	203889	651350
2384	203975	651268
2385	204076	651231
2386	204165	651158
2387	204264	651113
2388	204358	651054
2389	204458	651016
2390	204555	650966
2391	204693	651049
2392	204820	651094
2393	204914	651034
2394	205004	650963
2395	205092	650886
2396	205182	650815
2397	205280	650767
2398	205378	650720
2399	205479	650685
2400	205571	650618
2401	205662	650552
2402	205758	650499
2403	205865	650479
2404	205959	650421
2405	206057	650373
2406	206176	650392
2407	206286	650385
2408	206386	650345
2409	206480	650283
2410	206575	650227
2411	206667	650161
2412	206778	650157
2413	206889	650150
2414	206991	650116
2415	207098	650097
2416	207192	650038
2417	207282	649966
2418	207382	649922
2419	207492	649915
2420	207585	649850
2421	207675	649780
2422	207770	649722
2423	207858	649644
2424	207941	649548
2425	208023	649450
2426	208108	649364
2427	208201	649302
2428	208294	649237
2429	208387	649174
2430	208473	649090
2431	208556	648994
2432	208644	648915
2433	208732	648838
2434	208814	648739
2435	208895	648640
2436	208983	648560
2437	209078	648503
2438	209167	648426
2439	209259	648362
2440	209348	648286
2441	209438	648213
2442	209527	648135
2443	209622	648080
2444	209719	648028
2445	209804	647940
2446	209891	647857
2447	209981	647785
2448	210071	647712
2449	210154	647618
2450	210245	647548
2451	210337	647481
2452	210423	647398
2453	210510	647315
2454	210593	647221
2455	210678	647133
2456	210757	647025
2457	210840	646932
2458	210931	646861
2459	211027	646807
2460	211127	646764
2461	211221	646705
2462	211315	646643
2463	211413	646596
2464	211502	646520
2465	211603	646478
2466	211701	646430
2467	211785	646340
2468	211868	646247
2469	211956	646167
2470	212037	646066
2471	212118	645965
2472	212202	645875
2473	212296	645812
2474	212388	645746
2475	212482	645685
2476	212575	645620
2477	212661	645535
2478	212745	645444
2479	212833	645365
2480	212936	645332
2481	213028	645265
2482	213120	645196
2483	213208	645120
2484	213293	645029
2485	213376	644935
2486	213465	644860
2487	213558	644796
2488	213648	644723
2489	213746	644672
2490	213836	644600
2491	213937	644559
2492	214029	644492
2493	214119	644419
2494	214209	644344
2495	214300	644276
2496	214388	644194
2497	214475	644112
2498	214566	644042
2499	214669	644008
2500	214756	643925
2501	214848	643859
2502	214936	643780
2503	215028	643711
2504	215113	643623
2505	215200	643540
2506	215286	643455
2507	215378	643387
2508	215467	643310
2509	215559	643241
2510	215652	643178
2511	215745	643112
2512	215832	643032
2513	215924	642963
2514	216013	642887
2515	216107	642825
2516	216192	642737
2517	216282	642662
2518	216373	642592
2519	216466	642526
2520	216556	642453
2521	216643	642372
2522	216736	642306
2523	216825	642228
2524	216919	642168
2525	217013	642106
2526	217104	642035
2527	217198	641971
2528	217302	641941
2529	217405	641905
2530	217499	641842
2531	217589	641768
2532	217677	641689
2533	217770	641625
2534	217857	641541
2535	217941	641449
2536	218024	641355
2537	218110	641268
2538	218197	641184
2539	218282	641098
2540	218369	641014
2541	218461	640947
2542	218546	640858
2543	218634	640777
2544	218721	640694
2545	218807	640608
2546	218899	640540
2547	218986	640457
2548	219075	640382
2549	219165	640306
2550	219249	640215
2551	219348	640166
2552	219449	640125
2553	219544	640065
2554	219640	640007
2555	219734	639947
2556	219828	639883
2557	219924	639826
2558	220012	639746
2559	220101	639668
2560	220190	639592
2561	220273	639499
2562	220354	639397
2563	220439	639309
2564	220528	639231
2565	220620	639162
2566	220706	639077
2567	220787	638976
2568	220868	638877
2569	220956	638796
2570	221044	638717
2571	221129	638626
2572	221222	638562
2573	221320	638510
2574	221415	638449
2575	221504	638373
2576	221585	638271
2577	221670	638183
2578	221753	638088
2579	221832	637982
2580	221915	637888
2581	222002	637806
2582	222090	637726
2583	222178	637646
2584	222257	637540
2585	222336	637433
2586	222421	637345
2587	222524	637306
2588	222617	637242
2589	222717	637195
2590	222798	637094
2591	222897	637046
2592	222995	636995
2593	223082	636911
2594	223168	636825
2595	223255	636742
2596	223339	636650
2597	223430	636578
2598	223516	636492
2599	223604	636413
2600	223710	636382
2601	223807	636329
2602	223891	636236
2603	223988	636183
2604	224073	636093
2605	224159	636007
2606	224248	635929
2607	224332	635837
2608	224420	635758
2609	224505	635668
2610	224590	635580
2611	224680	635505
2612	224766	635418
2613	224854	635339
2614	224937	635242
2615	225015	635135
2616	225099	635044
2617	225181	634946
2618	225261	634842
2619	225348	634760
2620	225435	634677
2621	225516	634577
2622	225602	634489
2623	225691	634413
2624	225772	634313
2625	225860	634231
2626	225947	634148
2627	226029	634051
2628	226109	633949
2629	226194	633860
2630	226280	633775
2631	226368	633693
2632	226454	633609
2633	226541	633526
2634	226626	633434
2635	226705	633330
2636	226784	633224
2637	226870	633138
2638	226951	633040
2639	227032	632939
2640	227115	632845
2641	227196	632743
2642	227276	632641
2643	227364	632562
2644	227448	632469
2645	227529	632369
2646	227609	632266
2647	227692	632174
2648	227774	632075
2649	227859	631988
2650	227950	631914
2651	228040	631840
2652	228126	631754
2653	228217	631681
2654	228307	631608
2655	228393	631520
2656	228478	631433
2657	228563	631344
2658	228649	631258
2659	228735	631172
2660	228823	631090
2661	228908	631002
2662	228998	630928
2663	229087	630851
2664	229174	630767
2665	229263	630689
2666	229347	630598
2667	229436	630519
2668	229523	630436
2669	229612	630359
2670	229699	630276
2671	229778	630171
2672	229857	630066
2673	229934	629956
2674	230015	629855
2675	230095	629754
2676	230185	629678
2677	230270	629590
2678	230347	629479
2679	230425	629370
2680	230504	629266
2681	230585	629167
2682	230664	629062
2683	230745	628962
2684	230827	628866
2685	230908	628766
2686	230991	628672
2687	231078	628588
2688	231161	628495
2689	231247	628408
2690	231329	628311
2691	231415	628226
2692	231497	628129
2693	231580	628034
2694	231659	627929
2695	231748	627852
2696	231836	627771
2697	231921	627684
2698	232007	627596
2699	232093	627512
2700	232180	627428
2701	232263	627333
2702	232349	627247
2703	232440	627177
2704	232524	627086
2705	232606	626990
2706	232692	626902
2707	232775	626809
2708	232860	626721
2709	232946	626633
2710	233034	626554
2711	233121	626472
2712	233205	626380
2713	233290	626290
2714	233372	626194
2715	233462	626118
2716	233556	626055
2717	233650	625990
2718	233739	625914
2719	233829	625838
2720	233920	625765
2721	234011	625693
2722	234104	625625
2723	234195	625552
2724	234284	625475
2725	234372	625394
2726	234461	625315
2727	234547	625229
2728	234635	625151
2729	234722	625066
2730	234808	624981
2731	234894	624894
2732	234984	624820
2733	235074	624743
2734	235164	624668
2735	235252	624589
2736	235335	624494
2737	235420	624406
2738	235504	624315
2739	235587	624220
2740	235671	624130
2741	235752	624029
2742	235832	623927
2743	235927	623866
2744	236008	623767
2745	236091	623673
2746	236172	623573
2747	236254	623478
2748	236339	623388
2749	236419	623288
2750	236505	623201
2751	236587	623105
2752	236666	623001
2753	236750	622910
2754	236831	622812
2755	236917	622724
2756	237004	622640
2757	237085	622541
2758	237166	622442
2759	237253	622359
2760	237334	622260
2761	237418	622169
2762	237504	622084
2763	237593	622007
2764	237679	621920
2765	237764	621832
2766	237853	621754
2767	237942	621676
2768	238031	621598
2769	238119	621518
2770	238206	621433
2771	238289	621341
2772	238375	621255
2773	238460	621167
2774	238546	621081
2775	238632	620994
2776	238718	620909
2777	238805	620826
2778	238893	620743
2779	238975	620647
2780	239057	620553
2781	239143	620467
2782	239235	620396
2783	239325	620319
2784	239417	620249
2785	239505	620169
2786	239597	620098
2787	239684	620016
2788	239777	619949
2789	239873	619888
2790	239962	619809
2791	240048	619723
2792	240139	619652
2793	240222	619558
2794	240309	619474
2795	240396	619391
2796	240487	619316
2797	240575	619235
2798	240663	619156
2799	240753	619080
2800	240837	618989
2801	240923	618904
2802	241011	618822
2803	241110	618769
2804	241189	618665
2805	241275	618581
2806	241354	618476
2807	241432	618369
2808	241514	618272
2809	241594	618173
2810	241673	618068
2811	241753	617966
2812	241832	617864
2813	241915	617771
2814	241997	617672
2815	242078	617574
2816	242162	617483
2817	242247	617396
2818	242333	617308
2819	242413	617208
2820	242492	617104
2821	242572	617005
2822	242652	616902
2823	242732	616801
2824	242811	616697
2825	242892	616599
2826	242971	616495
2827	243054	616402
2828	243131	616294
2829	243214	616200
2830	243294	616100
2831	243376	616003
2832	243457	615905
2833	243538	615807
2834	243618	615706
2835	243695	615597
2836	243777	615502
2837	243857	615399
2838	243937	615299
2839	244020	615205
2840	244098	615100
2841	244183	615011
2842	244262	614908
2843	244347	614822
2844	244425	614714
2845	244506	614617
2846	244586	614516
2847	244668	614421
2848	244752	614329
2849	244833	614230
2850	244912	614127
2851	244993	614030
2852	245075	613934
2853	245160	613845
2854	245241	613749
2855	245325	613656
2856	245407	613561
2857	245487	613460
2858	245567	613360
2859	245647	613258
2860	245726	613155
2861	245806	613056
2862	245884	612950
2863	245966	612853
2864	246053	612772
2865	246132	612669
2866	246217	612581
2867	246299	612484
2868	246376	612378
2869	246458	612281
2870	246539	612183
2871	246621	612087
2872	246702	611990
2873	246786	611899
2874	246864	611793
2875	246943	611691
2876	247022	611589
2877	247103	611490
2878	247181	611384
2879	247257	611275
2880	247337	611174
2881	247417	611075
2882	247501	610984
2883	247581	610883
2884	247660	610782
2885	247744	610690
2886	247824	610590
2887	247899	610479
2888	247982	610385
2889	248060	610280
2890	248143	610186
2891	248219	610077
2892	248301	609981
2893	248384	609890
2894	248470	609804
2895	248547	609695
2896	248628	609598
2897	248707	609497
2898	248788	609397
2899	248866	609293
2900	248947	609195
2901	249022	609083
2902	249102	608982
2903	249180	608878
2904	249258	608773
2905	249336	608669
2906	249415	608566
2907	249492	608460
2908	249576	608369
2909	249661	608282
2910	249741	608181
2911	249821	608081
2912	249909	608001
2913	249997	607920
2914	250085	607840
2915	250173	607759
2916	250261	607680
2917	250348	607596
2918	250439	607523
2919	250532	607454
2920	250617	607366
2921	250706	607289
2922	250801	607225
2923	250888	607142
2924	250977	607065
2925	251068	606991
2926	251156	606912
2927	251244	606831
2928	251329	606744
2929	251417	606662
2930	251502	606575
2931	251591	606498
2932	251680	606419
2933	251767	606334
2934	251856	606258
2935	251943	606174
2936	252031	606094
2937	252117	606009
2938	252205	605927
2939	252286	605830
2940	252370	605741
2941	252454	605651
2942	252538	605559
2943	252621	605468
2944	252705	605377
2945	252790	605290
2946	252870	605189
2947	252949	605089
2948	253036	605005
2949	253119	604912
2950	253204	604825
2951	253289	604737
2952	253369	604638
2953	253455	604553
2954	253546	604479
2955	253633	604396
2956	253717	604305
2957	253801	604215
2958	253884	604123
2959	253971	604039
2960	254051	603940
2961	254135	603851
2962	254216	603754
2963	254303	603669
2964	254387	603580
2965	254472	603493
2966	254552	603393
2967	254637	603306
2968	254723	603220
2969	254817	603154
2970	254902	603065
2971	254990	602986
2972	255076	602900
2973	255160	602810
2974	255244	602720
2975	255328	602629
2976	255417	602553
2977	255505	602472
2978	255594	602394
2979	255682	602312
2980	255766	602221
2981	255854	602142
2982	255942	602061
2983	256033	601988
2984	256122	601908
2985	256208	601824
2986	256291	601732
2987	256377	601647
2988	256463	601562
2989	256554	601486
2990	256639	601400
2991	256725	601313
2992	256811	601228
2993	256896	601140
2994	256983	601057
2995	257069	600972
2996	257158	600894
2997	257248	600818
2998	257335	600736
2999	257419	600646
3000	257501	600551
3001	257585	600461
3002	257674	600383
3003	257765	600308
3004	257859	600241
3005	257947	600160
3006	258037	600086
3007	258126	600006
3008	258210	599917
3009	258301	599843
3010	258391	599765
3011	258476	599680
3012	258563	599595
3013	258649	599511
3014	258737	599429
3015	258823	599344
3016	258914	599270
3017	258996	599177
3018	259084	599095
3019	259173	599016
3020	259257	598927
3021	259346	598848
3022	259435	598770
3023	259520	598681
3024	259603	598590
3025	259688	598502
3026	259777	598423
3027	259860	598331
3028	259946	598245
3029	260036	598169
3030	260120	598078
3031	260206	597994
3032	260293	597912
3033	260384	597837
3034	260470	597752
3035	260558	597670
3036	260646	597589
3037	260733	597506
3038	260821	597425
3039	260904	597335
3040	260993	597254
3041	261081	597175
3042	261169	597093
3043	261254	597005
3044	261343	596926
3045	261428	596840
3046	261514	596754
3047	261606	596681
3048	261694	596602
3049	261785	596527
3050	261875	596451
3051	261965	596374
3052	262050	596286
3053	262139	596208
3054	262227	596127
3055	262316	596048
3056	262404	595967
3057	262490	595882
3058	262572	595788
3059	262655	595696
3060	262744	595616
3061	262830	595531
3062	262916	595445
3063	263008	595375
3064	263089	595277
3065	263174	595190
3066	263260	595104
3067	263345	595015
3068	263436	594942
3069	263522	594857
3070	263605	594765
3071	263691	594678
3072	263771	594579
3073	263852	594483
3074	263935	594390
3075	264021	594306
3076	264109	594224
3077	264199	594149
3078	264283	594058
3079	264370	593974
3080	264452	593880
3081	264541	593801
3082	264622	593704
3083	264703	593608
3084	264787	593518
3085	264873	593432
3086	264958	593345
3087	265045	593262
3088	265127	593168
3089	265213	593081
3090	265300	592998
3091	265387	592916
3092	265473	592831
3093	265559	592745
3094	265646	592662
3095	265726	592563
3096	265810	592473
3097	265899	592394
3098	265990	592319
3099	266077	592236
3100	266161	592147
3101	266248	592064
3102	266332	591973
3103	266417	591886
3104	266507	591810
3105	266591	591720
3106	266673	591625
3107	266763	591548
3108	266847	591459
3109	266936	591379
3110	267024	591298
3111	267108	591208
3112	267190	591115
3113	267273	591023
3114	267359	590938
3115	267447	590856
3116	267538	590781
3117	267624	590697
3118	267710	590611
3119	267794	590521
3120	267881	590437
3121	267969	590356
3122	268055	590271
3123	268141	590186
3124	268226	590098
3125	268312	590013
3126	268394	589919
3127	268481	589836
3128	268570	589755
3129	268658	589675
3130	268743	589588
3131	268832	589509
3132	268920	589427
3133	269007	589345
3134	269091	589255
3135	269180	589174
3136	269265	589087
3137	269352	589004
3138	269439	588920
3139	269526	588838
3140	269613	588753
3141	269699	588670
3142	269791	588597
3143	269879	588515
3144	269965	588430
3145	270049	588340
3146	270139	588264
3147	270224	588175
3148	270310	588091
3149	270399	588011
3150	270484	587922
3151	270572	587843
3152	270661	587764
3153	270746	587677
3154	270837	587601
3155	270927	587525
3156	271018	587450
3157	271106	587368
3158	271194	587288
3159	271281	587203
3160	271371	587126
3161	271461	587050
3162	271549	586969
3163	271637	586887
3164	271722	586800
3165	271809	586717
3166	271897	586635
3167	271984	586553
3168	272077	586481
3169	272164	586398
3170	272249	586311
3171	272334	586223
3172	272420	586137
3173	272510	586060
3174	272594	585971
3175	272679	585883
3176	272764	585796
3177	272852	585714
3178	272939	585630
3179	273025	585544
3180	273110	585456
3181	273194	585367
3182	273278	585278
3183	273362	585188
3184	273450	585106
3185	273536	585020
3186	273621	584933
3187	273708	584849
3188	273794	584765
3189	273883	584686
3190	273969	584599
3191	274054	584511
3192	274134	584414
3193	274215	584316
3194	274298	584225
3195	274386	584143
3196	274475	584064
3197	274560	583978
3198	274645	583889
3199	274731	583804
3200	274821	583727
3201	274907	583641
3202	274990	583550
3203	275083	583479
3204	275163	583381
3205	275245	583286
3206	275325	583189
3207	275404	583087
3208	275487	582995
3209	275567	582898
3210	275645	582794
3211	275723	582692
3212	275803	582595
3213	275884	582498
3214	275964	582401
3215	276046	582306
3216	276127	582210
3217	276204	582106
3218	276280	582000
