iter	MAPE
152	0.3856011866
153	0.385046077
154	0.3845510517
155	0.3840804842
156	0.3834822928
157	0.3830680181
158	0.3825696118
159	0.3821593574
160	0.3816927741
161	0.3813685902
162	0.3808591527
163	0.3804213227
164	0.3797936
165	0.3792732185
166	0.3785351756
167	0.3781889575
168	0.377764248
169	0.37740276
170	0.3769992466
171	0.3765916822
172	0.3761656027
173	0.3757306148
174	0.3753461249
175	0.3749058115
176	0.3743410795
177	0.3738647742
178	0.3732797906
179	0.3729766644
180	0.3726008345
181	0.3720814317
182	0.3716865398
183	0.3712019252
184	0.3707413571
185	0.3704172655
186	0.3699505144
187	0.3695305913
188	0.3691114925
189	0.3687798212
190	0.3685361298
191	0.368217318
192	0.3677039572
193	0.3674058707
194	0.3670126839
195	0.3666671729
196	0.3663292537
197	0.36593761
198	0.3656884281
199	0.3654138301
200	0.3650467501
201	0.364779464
202	0.3642207961
203	0.3639492086
204	0.3636945702
205	0.3633634234
206	0.3630943483
207	0.3626761075
208	0.3624093639
209	0.3621156798
210	0.3618405594
211	0.3615317043
212	0.3612848399
213	0.360926997
214	0.3606085211
215	0.360403141
216	0.3601692795
217	0.3599018164
218	0.3596233399
219	0.3593892118
220	0.3589506463
221	0.3587073423
222	0.3584774087
223	0.3582417625
224	0.3580099782
225	0.3577834297
226	0.3574938833
227	0.3572458144
228	0.3568846951
229	0.3566429187
230	0.3561786517
231	0.355945145
232	0.3555174645
233	0.3553271433
234	0.3550309612
235	0.3547958952
236	0.3545270645
237	0.3543097417
238	0.3540544433
239	0.3538296507
240	0.3536305458
241	0.3534158151
242	0.3531348768
243	0.3529515686
244	0.3525881809
245	0.3523555675
246	0.3520388299
247	0.3518518845
248	0.3516242814
249	0.3514360236
250	0.3511454636
251	0.350885368
252	0.350655106
253	0.3503919757
254	0.3502122371
255	0.3500130045
256	0.3498510369
257	0.3496620857
258	0.3495250113
259	0.3491331108
260	0.3489221504
261	0.3487199864
262	0.348493857
263	0.3482909612
264	0.3481128859
265	0.347882342
266	0.3477438327
267	0.3475240345
268	0.3473428182
269	0.3471311742
270	0.3468951102
271	0.3466992336
272	0.3465123377
273	0.3462947467
274	0.3461217855
275	0.3459075901
276	0.3456569004
277	0.3454999568
278	0.3452381156
279	0.3450368545
280	0.3448763971
281	0.3446374915
282	0.3444354535
283	0.3443033843
284	0.3441141393
285	0.3439383046
286	0.3437965263
287	0.3436162157
288	0.3434333637
289	0.3432143982
290	0.3430536532
291	0.3427736796
292	0.3426069657
293	0.3424287186
294	0.3422479046
295	0.342064322
296	0.3418774456
297	0.3415619276
298	0.341354246
299	0.3411882024
300	0.3409881175
301	0.3407721169
302	0.3406294555
303	0.3402890187
304	0.3401278584
305	0.3399678156
306	0.3398264411
307	0.339660151
308	0.3394950134
309	0.3392950882
310	0.3391251165
311	0.3387635284
312	0.3386337843
313	0.3384947895
314	0.3383632988
315	0.3381600602
316	0.3380383958
317	0.337787401
318	0.3376251188
319	0.3373319675
320	0.3371632921
321	0.3369995312
322	0.3366846193
323	0.33654579
324	0.336407098
325	0.3363014524
326	0.336152749
327	0.3358447065
328	0.3356828966
329	0.3355115251
330	0.3352655671
331	0.3351402422
332	0.3350044711
333	0.3348145252
334	0.3346809724
335	0.3345322457
336	0.3344180508
337	0.3343024478
338	0.3341635174
339	0.3338228592
340	0.3336805857
341	0.3335269839
342	0.333232221
343	0.3330115812
344	0.332774197
345	0.3326324858
346	0.3325286567
347	0.3323988804
348	0.3321745011
349	0.3321073648
350	0.3320125882
351	0.331880037
352	0.3316829178
353	0.3315147296
354	0.3313713386
355	0.3312169768
356	0.3310615787
357	0.3308836618
358	0.3307596424
359	0.3305064948
360	0.3303867256
361	0.3302672087
362	0.3301418376
363	0.3300120882
364	0.3298800574
365	0.3297342717
366	0.329438068
367	0.329243368
368	0.3291154497
369	0.329012202
370	0.3288897554
371	0.3288426911
372	0.3286608366
373	0.3285394095
374	0.3284291296
375	0.3283193265
376	0.3281812224
377	0.3280320279
378	0.3278747107
379	0.3277820542
380	0.3276704668
381	0.3275228848
382	0.3274246095
383	0.3272834957
384	0.3271999955
385	0.3270289692
386	0.3268914039
387	0.3266900129
388	0.3265623132
389	0.3264530275
390	0.3262948061
391	0.326135335
392	0.3260238065
393	0.3259019049
394	0.3258023772
395	0.325684191
396	0.3255752406
397	0.3254674009
398	0.3253377514
399	0.3251686845
400	0.3250751005
401	0.3249599746
402	0.3248037276
403	0.3246897659
404	0.3245483177
405	0.3244512306
406	0.3242229256
407	0.3240427692
408	0.3237980649
409	0.3236943852
410	0.323571528
411	0.3234564794
412	0.3233482587
413	0.3232398155
414	0.3231238616
415	0.3230296339
416	0.3229186495
417	0.3228075198
418	0.3227285833
419	0.3226070091
420	0.3225102403
421	0.3222884241
422	0.3221810453
423	0.3220372934
424	0.3219431617
425	0.3218446221
426	0.3217317165
427	0.3216350311
428	0.3215124937
429	0.3213427888
430	0.3212397044
431	0.321093072
432	0.3208786942
433	0.3207504744
434	0.3205841141
435	0.3204703469
436	0.3203959432
437	0.3202964254
438	0.3201878301
439	0.3200799804
440	0.3199874323
441	0.3198908812
442	0.3198087399
443	0.3196751383
444	0.3195980846
445	0.3194711173
446	0.3193147225
447	0.3192537548
448	0.3191617391
449	0.3190763823
450	0.3189636078
451	0.3188450388
452	0.3187557721
453	0.3186676375
454	0.3185668873
455	0.318482714
456	0.3183723922
457	0.3182705604
458	0.3181901077
459	0.3180938254
460	0.3179834136
461	0.3178326614
462	0.3177401379
463	0.3176026811
464	0.3175093189
465	0.317394869
466	0.3172877425
467	0.3172039978
468	0.3171079382
469	0.3170193355
470	0.3169119626
471	0.3168274041
472	0.3166861085
473	0.31659653
474	0.3164511777
475	0.3163604296
476	0.3162675617
477	0.3161650746
478	0.3160630062
479	0.3159341328
480	0.3158378327
481	0.3157554484
482	0.3156408301
483	0.3155744127
484	0.315490537
485	0.3154009423
486	0.3153135294
487	0.3151985047
488	0.3150947631
489	0.3149846623
490	0.314837549
491	0.3147474533
492	0.314651948
493	0.3145602846
494	0.3144924731
495	0.3143869544
496	0.3143020069
497	0.3142286084
498	0.3141375297
499	0.3140548032
500	0.3139779329
501	0.3139045881
502	0.3138263202
503	0.3136602472
504	0.3135625806
505	0.3134497395
506	0.3133465652
507	0.3132180651
508	0.3131540859
509	0.3130733628
510	0.3129974329
511	0.3129231087
512	0.3128135406
513	0.3127441663
514	0.312668097
515	0.3126035147
516	0.312490936
517	0.3124005821
518	0.3122537324
519	0.3121950235
520	0.3120963962
521	0.3120287523
522	0.3118871259
523	0.3118195099
524	0.3117543706
525	0.3117041397
526	0.3116253666
527	0.3115438439
528	0.3114526404
529	0.3113868685
530	0.3113188929
531	0.3111918515
532	0.311041521
533	0.3109447085
534	0.3108877161
535	0.3108249122
536	0.3107432759
537	0.3106708936
538	0.3106084982
539	0.3105300189
540	0.3104642803
541	0.3103821354
542	0.3103115681
543	0.3102077491
544	0.3101198019
545	0.3100359269
546	0.3099494377
547	0.3098414806
548	0.3097549728
549	0.309692074
550	0.3096323414
551	0.3094870112
552	0.3093810235
553	0.3092930513
554	0.3092170971
555	0.3091638081
556	0.3090719946
557	0.3089946606
558	0.3089099315
559	0.3088483467
560	0.3087625956
561	0.3087027136
562	0.3086080001
563	0.3085137585
564	0.3084521404
565	0.3083810253
566	0.3082922186
567	0.3082356237
568	0.3081300113
569	0.308054977
570	0.308002259
571	0.3079402529
572	0.307874997
573	0.3077917738
574	0.307702387
575	0.3075884159
576	0.3075281591
577	0.3074523882
578	0.3073269874
579	0.3072303043
580	0.3071528084
581	0.3070794782
582	0.3069923931
583	0.3069356741
584	0.3068718078
585	0.3067936665
586	0.3067412495
587	0.3067018853
588	0.3066304751
589	0.3065669129
590	0.3065134906
591	0.3064303374
592	0.3063778926
593	0.3063200587
594	0.3062530684
595	0.3061592647
596	0.3060934289
597	0.3060128238
598	0.3059528589
599	0.3058716996
600	0.3058314179
601	0.3057881992
602	0.3057267078
603	0.3056708494
604	0.3056208465
605	0.3055528619
606	0.3054849819
607	0.3054163953
608	0.3053550102
609	0.3053018843
610	0.3052345051
611	0.3051583904
612	0.305060308
613	0.3049803154
614	0.3049184343
615	0.3048622244
616	0.3047910529
617	0.3047279488
618	0.3046866949
619	0.3046224009
620	0.3045881911
621	0.3045462302
622	0.3044662863
623	0.3043971537
624	0.3043491801
625	0.304283344
626	0.3042082041
627	0.3041308954
628	0.3040579383
629	0.3039793479
630	0.3039037829
631	0.303864944
632	0.3037891112
633	0.3037246236
634	0.3036797673
635	0.3036267864
636	0.3035768914
637	0.3035023386
638	0.3034483022
639	0.3033935575
640	0.303341885
641	0.3032929253
642	0.3032384396
643	0.3031739229
644	0.3031138434
645	0.3030777187
646	0.3030319404
647	0.3029120711
648	0.3028689996
649	0.3028224984
650	0.3027675221
651	0.3027094893
652	0.3026434352
653	0.3026003874
654	0.3025543814
655	0.3024777829
656	0.3024176593
657	0.3023669089
658	0.3022947529
659	0.3022419076
660	0.302189605
661	0.302113604
662	0.3020580658
663	0.302022497
664	0.301967878
665	0.3019143445
666	0.3018562465
667	0.3018008662
668	0.3017306519
669	0.3016776781
670	0.3016271983
671	0.3015759554
672	0.3015205973
673	0.3014573817
674	0.3014072523
675	0.3013492566
676	0.3012922229
677	0.3012507047
678	0.3011990628
679	0.3011226849
680	0.3010626471
681	0.3009932065
682	0.3009502005
683	0.3008852464
684	0.3008292213
685	0.3007348492
686	0.3006605127
687	0.3006063947
688	0.3005563226
689	0.3005066394
690	0.3004520144
691	0.3003987622
692	0.3003274463
693	0.3002624126
694	0.3002223634
695	0.300165417
696	0.3001028283
697	0.3000399709
698	0.2999744831
699	0.2999347846
700	0.2998615836
701	0.2997934049
702	0.299728716
703	0.2996811703
704	0.2996375097
705	0.299586788
706	0.2995258517
707	0.2994738054
708	0.2994181235
709	0.2993634205
710	0.299318927
711	0.2992730482
712	0.2992334496
713	0.299193152
714	0.2991418918
715	0.2990786074
716	0.2990355688
717	0.2989959096
718	0.2988989747
719	0.298846014
720	0.2987875606
721	0.2987275648
722	0.2986842052
723	0.2986476765
724	0.298560541
725	0.2985093585
726	0.2984443939
727	0.2983972354
728	0.2983406379
729	0.2982363397
730	0.2981721815
731	0.2981443131
732	0.2980835877
733	0.2980016673
734	0.2979574964
735	0.2978990701
736	0.2978591076
737	0.2978233896
738	0.2977561368
739	0.2977015281
740	0.2976416903
741	0.2976204955
742	0.2975672316
743	0.297522646
744	0.297476411
745	0.2974243062
746	0.2973627182
747	0.2973084378
748	0.2972594597
749	0.2972205168
750	0.2971654101
751	0.2970790286
752	0.2970381899
753	0.2969772325
754	0.2969345628
755	0.2968640602
756	0.296828198
757	0.2967927745
758	0.2967433663
759	0.2966775475
760	0.2966375677
761	0.2964862979
762	0.2964312775
763	0.2963801643
764	0.2963483798
765	0.2962938759
766	0.2962265659
767	0.2961885764
768	0.2961562096
769	0.2960913991
770	0.2960574594
771	0.2960258028
772	0.2959358479
773	0.2958764297
774	0.2958493441
775	0.2957993506
776	0.2957442129
777	0.2956936127
778	0.295633287
779	0.2955960456
780	0.2955487088
781	0.2955198918
782	0.2954920549
783	0.2954323514
784	0.2953746952
785	0.2953379933
786	0.2952924363
787	0.295247051
788	0.2951981445
789	0.2951671381
790	0.2951229383
791	0.2950976371
792	0.2950657276
793	0.2950151279
794	0.2949878607
795	0.2949463978
796	0.29491571
797	0.2948728251
798	0.2948123338
799	0.2947831762
800	0.2946704757
801	0.2946336831
802	0.2945970156
803	0.2945657682
804	0.2945276776
805	0.2944891277
806	0.2944611548
807	0.2944382222
808	0.2944044042
809	0.2943692839
810	0.2943476537
811	0.2943096626
812	0.2942806085
813	0.2942510909
814	0.2942032703
815	0.2941763522
816	0.2941472393
817	0.2941171116
818	0.2940840469
819	0.2940591493
820	0.2940197362
821	0.2939729932
822	0.2939384348
823	0.2939177606
824	0.2938778745
825	0.2938299873
826	0.2937769954
827	0.2937380538
828	0.2937006174
829	0.2936552016
830	0.2936047654
831	0.2935771997
832	0.2935429182
833	0.2935051802
834	0.2934726313
835	0.2934459047
836	0.2934149145
837	0.2933804636
838	0.2933642744
839	0.2933401533
840	0.2933053211
841	0.2932662904
842	0.2932303593
843	0.2931922951
844	0.2931599925
845	0.2931308733
846	0.2930974928
847	0.293067038
848	0.2930318013
849	0.2929962765
850	0.2929678941
851	0.2929438236
852	0.2929028329
853	0.2928675772
854	0.29284806
855	0.2928252878
856	0.2928019666
857	0.2927609002
858	0.2927272189
859	0.2926565618
860	0.2926372363
861	0.2925997467
862	0.292573357
863	0.2925396685
864	0.2925065216
865	0.2924627633
866	0.2924099444
867	0.2923689447
868	0.2923253889
869	0.292295575
870	0.2922703568
871	0.2922302947
872	0.2922056877
873	0.292173755
874	0.2921527997
875	0.2921361909
876	0.2921022274
877	0.291986061
878	0.2919484362
879	0.2919032311
880	0.2918535373
881	0.2918252249
882	0.2917760497
883	0.2917472453
884	0.2917062573
885	0.2916659315
886	0.2916375421
887	0.2915440986
888	0.2914964151
889	0.2914697717
890	0.2914431885
891	0.2914249975
892	0.2913886389
893	0.2913595081
894	0.2913075784
895	0.2912749785
896	0.2912276053
897	0.2911978024
898	0.2910927457
899	0.2910641034
900	0.2910288203
901	0.2910062619
902	0.2909465755
903	0.2909105738
904	0.2908714549
905	0.2908453232
906	0.2908277134
907	0.290812569
908	0.2907846582
909	0.2907475792
910	0.2907164951
911	0.2906837495
912	0.2906541824
913	0.2905994685
914	0.2905745893
915	0.2905411376
916	0.2905153302
917	0.2904883839
918	0.290450396
919	0.2904320507
920	0.2904036179
921	0.2903634992
922	0.2903418214
923	0.2902944606
924	0.2902657637
925	0.2902424486
926	0.2902162772
927	0.2901892915
928	0.2901530166
929	0.2901006875
930	0.290063281
931	0.2900249658
932	0.2899911618
933	0.2899588357
934	0.2899016716
935	0.2898696881
936	0.2898396043
937	0.2898086893
938	0.2897750237
939	0.2897232532
940	0.289685694
941	0.2896459501
942	0.289624094
943	0.289578725
944	0.289555895
945	0.289533371
946	0.2894948754
947	0.2894097686
948	0.289328754
949	0.2893034223
950	0.2892851439
951	0.2892573352
952	0.2892396485
953	0.2892029923
954	0.2891739559
955	0.2891375737
956	0.289116835
957	0.2890842271
958	0.2890503809
959	0.2890198491
960	0.2889905576
961	0.2889475803
962	0.2889071239
963	0.2888757843
964	0.2888495974
965	0.2888263435
966	0.2887904756
967	0.2887549718
968	0.2887273942
969	0.2887039648
970	0.2886616317
971	0.2886330897
972	0.2886017082
973	0.2885772007
974	0.2885468066
975	0.2885260883
976	0.2884760758
977	0.2883963439
978	0.2883562939
979	0.2883366555
980	0.2882949708
981	0.2882763942
982	0.2882463875
983	0.2882229349
984	0.2882013673
985	0.2881766763
986	0.2881543123
987	0.2881152289
988	0.288079213
989	0.288061762
990	0.2880385945
991	0.2880054782
992	0.2879381178
993	0.2879177846
994	0.287890884
995	0.2878644397
996	0.2878353188
997	0.287797917
998	0.2877507677
999	0.2877278391
1000	0.2877033387
1001	0.2876810148
1002	0.287648332
1003	0.2876286658
1004	0.2875873476
1005	0.2875670252
1006	0.2875400016
1007	0.2874750084
1008	0.2874469077
1009	0.2874232987
1010	0.2873994492
1011	0.287374953
1012	0.2873523251
1013	0.2872954111
1014	0.2872342969
1015	0.2872079633
1016	0.2871496554
1017	0.2871337864
1018	0.2871097096
1019	0.287092416
1020	0.287063114
1021	0.2870457704
1022	0.2870216176
1023	0.2869886162
1024	0.2869666636
1025	0.2869432756
1026	0.2869118015
1027	0.2868799599
1028	0.2868519599
1029	0.2868370046
1030	0.2868166024
1031	0.2867764668
1032	0.2867443685
1033	0.2867165625
1034	0.286683303
1035	0.2866521655
1036	0.2866149293
1037	0.2865890347
1038	0.286555762
1039	0.2865264451
1040	0.2864962649
1041	0.2864740193
1042	0.2864492967
1043	0.2864269335
1044	0.2863950865
1045	0.2863811136
1046	0.2863576085
1047	0.286324477
1048	0.2863019802
1049	0.2862690336
1050	0.2862426165
1051	0.286204707
1052	0.2861382519
1053	0.2861050643
1054	0.2860850097
1055	0.2860241962
1056	0.2859920993
1057	0.2859631714
1058	0.2859336745
1059	0.2859092122
1060	0.2858741354
1061	0.2858413059
1062	0.2858260996
1063	0.2857995381
1064	0.2857685524
1065	0.285744354
1066	0.2856943659
1067	0.285664648
1068	0.2856432446
1069	0.2856233184
1070	0.2856024998
1071	0.2855461032
1072	0.2855027577
1073	0.2854744483
1074	0.285440283
1075	0.2854083102
1076	0.2853791195
1077	0.2853473686
1078	0.2853186792
1079	0.285287237
1080	0.2852722785
1081	0.2851953105
1082	0.2851517219
1083	0.285118948
1084	0.2850569357
1085	0.2850122792
1086	0.2849728419
1087	0.2849527075
1088	0.284880466
1089	0.284855837
1090	0.2848373282
1091	0.2848084789
1092	0.2847678868
1093	0.2847432689
1094	0.2847053001
1095	0.2846702471
1096	0.2846123024
1097	0.2845891021
1098	0.2845618468
1099	0.2845374562
1100	0.2844760837
1101	0.2844528634
1102	0.2844277041
1103	0.2844013136
1104	0.2843863111
1105	0.284363528
1106	0.2843462822
1107	0.2843291735
1108	0.2842999545
1109	0.2842747052
1110	0.2842493516
1111	0.2842186993
1112	0.2841927631
1113	0.2841795988
1114	0.2841521826
1115	0.2841439541
1116	0.2841233519
1117	0.2841046021
1118	0.2840856154
1119	0.2840558969
1120	0.2840416209
1121	0.2840216804
1122	0.2839548662
1123	0.2839287289
1124	0.2839010039
1125	0.2838596086
1126	0.2838361408
1127	0.2838169215
1128	0.2837929692
1129	0.2837727206
1130	0.2837445361
1131	0.2837243855
1132	0.2837078964
1133	0.2836877679
1134	0.2836717337
1135	0.2836535271
1136	0.2836296947
1137	0.2836049563
1138	0.2835930535
1139	0.2835649084
1140	0.283555444
1141	0.2835281437
1142	0.2835104593
1143	0.2834975225
1144	0.2834797832
1145	0.2834522819
1146	0.2834027232
1147	0.2833783533
1148	0.2833565003
1149	0.283332842
1150	0.2833197531
1151	0.2832958906
1152	0.283275266
1153	0.2832464577
1154	0.2832246799
1155	0.2831896582
1156	0.2831754414
1157	0.2831445749
1158	0.2831157024
1159	0.2830805332
1160	0.2830602991
1161	0.2830412732
1162	0.2830259352
1163	0.2830001586
1164	0.2829785786
1165	0.2829617873
1166	0.2829330435
1167	0.2829126547
1168	0.2828925089
1169	0.2828789032
1170	0.2828578704
1171	0.2828487347
1172	0.2828278564
1173	0.2828065325
1174	0.2828024583
1175	0.282770009
1176	0.2827372952
1177	0.2827213236
1178	0.2827042336
1179	0.2826922248
1180	0.2826699805
1181	0.2826317053
1182	0.2826189687
1183	0.2826050006
1184	0.2825863467
1185	0.2825674282
1186	0.2825403389
1187	0.2825271408
1188	0.2825062568
1189	0.2824951992
1190	0.2824731757
1191	0.2824618117
1192	0.2824434687
1193	0.2823986844
1194	0.2823666362
1195	0.2823523505
1196	0.2823286749
1197	0.2823173152
1198	0.2823054973
1199	0.2822905165
1200	0.2822760811
1201	0.2822555655
1202	0.2822319429
1203	0.282211939
1204	0.2821796036
1205	0.2821557474
1206	0.2821371411
1207	0.2821221814
1208	0.2820977184
1209	0.282077323
1210	0.282057994
1211	0.2820357693
1212	0.2820140979
1213	0.2819917698
1214	0.2819708735
1215	0.2819487605
1216	0.2819240211
1217	0.2818999697
1218	0.2818892895
1219	0.2818820499
1220	0.2818553744
1221	0.2818333596
1222	0.2818095449
1223	0.2817937815
1224	0.2817652101
1225	0.2817491223
1226	0.2817360577
1227	0.2817184583
1228	0.2817055901
1229	0.2816862075
1230	0.2816701691
1231	0.2816509308
1232	0.2816384153
1233	0.2816137133
1234	0.2815957996
1235	0.2815767713
1236	0.2815475376
1237	0.2815350885
1238	0.2815141078
1239	0.2815016895
1240	0.2814882211
1241	0.2814642268
1242	0.2814477802
1243	0.2814064343
1244	0.2813773235
1245	0.2813584089
1246	0.2813436628
1247	0.2813309797
1248	0.2813096003
1249	0.2812904126
1250	0.2812727097
1251	0.2812317494
1252	0.2812158825
1253	0.2811991332
1254	0.2811829181
1255	0.2811710668
1256	0.2811562335
1257	0.2811469356
1258	0.2811242872
1259	0.2811169539
1260	0.2811046923
1261	0.2810833452
1262	0.2810769919
1263	0.2810625808
1264	0.2810451399
1265	0.2810267126
1266	0.2809946223
1267	0.2809792083
1268	0.2809619636
1269	0.2809558452
1270	0.2809452594
1271	0.2809317276
1272	0.2809248361
1273	0.280904473
1274	0.280887538
1275	0.2808678039
1276	0.2808448038
1277	0.2808400686
1278	0.2808053574
1279	0.2807880189
1280	0.2807755061
1281	0.2807684315
1282	0.280760962
1283	0.2807333246
1284	0.2807272257
1285	0.2807131048
1286	0.2807010142
1287	0.2806733664
1288	0.280663676
1289	0.2806431381
1290	0.2806284079
1291	0.280611924
1292	0.2805996777
1293	0.2805863425
1294	0.2805491541
1295	0.2805330183
1296	0.2805111488
1297	0.2804911529
1298	0.2804549011
1299	0.2804253204
1300	0.2804075659
1301	0.2803905008
1302	0.2803733075
1303	0.2803087136
1304	0.2802859014
1305	0.280261909
1306	0.2802508765
1307	0.2802347977
1308	0.2801976998
1309	0.2801797169
1310	0.2801444206
1311	0.2801060755
1312	0.2800902412
1313	0.2800683083
1314	0.2800134226
1315	0.2799886086
1316	0.279950779
1317	0.2799132038
1318	0.2798939004
1319	0.2798812337
1320	0.2798607882
1321	0.2798280685
1322	0.2798119665
1323	0.2797902359
1324	0.2797730404
1325	0.2797632502
1326	0.2797436518
1327	0.2797277164
1328	0.2797044488
1329	0.2796712453
1330	0.2796431999
1331	0.2796315584
1332	0.279617553
1333	0.2795842581
1334	0.2795728792
1335	0.2795534097
1336	0.2795444933
1337	0.279527213
1338	0.279513444
1339	0.279497341
1340	0.2794786976
1341	0.2794617363
1342	0.2794346047
1343	0.2794055952
1344	0.2793852856
1345	0.2793641276
1346	0.2793498815
1347	0.2793288074
1348	0.2793185966
1349	0.2793066388
1350	0.2792888216
1351	0.2792639718
1352	0.2792471785
1353	0.2792375831
1354	0.2792284592
1355	0.2792168052
1356	0.2791982207
1357	0.2791895063
1358	0.2791734662
1359	0.279145171
1360	0.2791323715
1361	0.2790998362
1362	0.279065678
1363	0.2790456779
1364	0.2790180044
1365	0.2790026027
1366	0.2789843437
1367	0.2789712543
1368	0.2789509576
1369	0.2789343826
1370	0.2789047091
1371	0.2788922381
1372	0.2788725256
1373	0.2788548759
1374	0.2788387459
1375	0.2788088356
1376	0.2788038975
1377	0.2787926997
1378	0.2787747013
1379	0.2787537185
1380	0.2787380732
1381	0.2787161648
1382	0.2786972611
1383	0.2786878726
1384	0.2786751563
1385	0.2786612982
1386	0.2786456595
1387	0.2786215887
1388	0.2786114074
1389	0.2785941746
1390	0.2785710165
1391	0.2785594996
1392	0.2785422852
1393	0.2785238047
1394	0.2785067677
1395	0.2784896794
1396	0.2784774118
1397	0.2784684599
1398	0.2784467356
1399	0.2784360499
1400	0.2784150838
1401	0.2784024826
1402	0.2783824057
1403	0.2783673485
1404	0.2783425344
1405	0.2783172725
1406	0.2782993445
1407	0.2782867428
1408	0.2782694388
1409	0.2782563308
1410	0.2782306062
1411	0.2782105664
1412	0.2782017575
1413	0.2781695357
1414	0.2781550265
1415	0.2781405114
1416	0.2780946923
1417	0.2780738799
1418	0.278054684
1419	0.2780450266
1420	0.278024463
1421	0.2780018712
1422	0.2779824879
1423	0.2779646799
1424	0.2779431505
1425	0.277913243
1426	0.2778985236
1427	0.2778747151
1428	0.2778644019
1429	0.2778461673
1430	0.2778324719
1431	0.2778074123
1432	0.2777742792
1433	0.2777419091
1434	0.277734389
1435	0.2777088846
1436	0.2776738121
1437	0.2776582784
1438	0.2776290281
1439	0.2776238762
1440	0.2776114757
1441	0.2775947087
1442	0.2775664342
1443	0.2775547636
1444	0.2775329095
1445	0.2775224115
1446	0.2775012441
1447	0.2774904215
1448	0.277487415
1449	0.2774611387
1450	0.2774315067
1451	0.2774165738
1452	0.2773893729
1453	0.2773731577
1454	0.2773601526
1455	0.2773539026
1456	0.2773331923
1457	0.2773062721
1458	0.2772733263
1459	0.2772507032
1460	0.277233374
1461	0.2772043254
1462	0.2771880829
1463	0.2771805463
1464	0.2771625585
1465	0.2771516963
1466	0.277140541
1467	0.2771347541
1468	0.2771129496
1469	0.277082341
1470	0.2770703853
1471	0.2770502447
1472	0.2770393525
1473	0.2770156737
1474	0.2770007905
1475	0.2769641927
1476	0.2769433625
1477	0.2769308421
1478	0.2769085587
1479	0.2768853594
1480	0.2768669001
1481	0.276849316
1482	0.2768271334
1483	0.276809561
1484	0.2767924639
1485	0.2767770002
1486	0.2767480388
1487	0.276733204
1488	0.2767170103
1489	0.2766963087
1490	0.2766846603
1491	0.2766651062
1492	0.2766498738
1493	0.2766304747
1494	0.2766075092
1495	0.2765993015
1496	0.2765683371
1497	0.2765483361
1498	0.2765361634
1499	0.2765209992
1500	0.27651154
1501	0.2764967774
1502	0.2764772975
1503	0.276467778
1504	0.2764567467
1505	0.2764371166
1506	0.2764164673
1507	0.2763960429
1508	0.2763629776
1509	0.2763312621
1510	0.276318226
1511	0.276302704
1512	0.2762899674
